TOWNCODE,COUNTYNAME,TOWNNAME,year,month,T2M,T2M_MIN,T2M_MAX,ALLSKY_SFC_SW_DWN,RH2M,TS,WS10M,PS
09020010,金門縣,金城鎮,2023,6,27.74,23.8,34.06,5.4509,84.26,28.25,3.24,99.45
09020010,金門縣,金城鎮,2023,7,28.51,24.85,34.85,5.9018,83.24,29.0,4.29,99.37
09020010,金門縣,金城鎮,2023,8,28.38,25.41,34.69,5.2932,85.39,28.65,3.42,99.12
09020010,金門縣,金城鎮,2023,9,27.33,23.56,31.8,4.6594,84.03,27.53,4.71,99.6
09020010,金門縣,金城鎮,2023,10,23.8,18.31,31.79,3.7469,79.97,24.43,5.67,100.22
09020010,金門縣,金城鎮,2023,11,19.87,10.19,28.68,3.7963,74.65,20.78,5.39,100.65
09020010,金門縣,金城鎮,2023,12,15.71,4.29,26.68,2.6726,74.72,16.83,5.65,100.87
09020010,金門縣,金城鎮,2024,1,13.64,2.65,23.67,3.1238,75.64,14.67,5.1,100.94
09020010,金門縣,金城鎮,2024,2,15.42,6.93,25.21,3.138,79.71,16.34,4.52,100.77
09020010,金門縣,金城鎮,2024,3,17.18,8.36,27.78,3.6367,77.3,17.91,4.51,100.46
09020010,金門縣,金城鎮,2024,4,22.58,14.79,29.17,3.3691,87.85,22.82,3.8,99.82
09020010,金門縣,金城鎮,2024,5,23.3,17.0,30.06,4.1916,82.63,23.74,4.07,99.86
09020010,金門縣,金城鎮,2024,6,26.55,19.56,31.6,4.7515,89.36,26.73,4.02,99.56
09020010,金門縣,金城鎮,2024,7,28.67,25.25,33.66,6.3499,85.92,28.93,3.89,99.37
09020010,金門縣,金城鎮,2024,8,28.21,24.96,33.08,5.5591,86.15,28.64,3.1,99.35
09020010,金門縣,金城鎮,2024,9,27.56,22.87,32.6,4.9286,84.61,27.72,4.08,99.4
09020010,金門縣,金城鎮,2024,10,24.06,17.75,30.48,3.7582,80.67,24.59,6.62,99.98
09020010,金門縣,金城鎮,2024,11,19.97,8.34,29.48,3.337,77.42,20.58,6.72,100.47
09020010,金門縣,金城鎮,2024,12,14.34,6.89,23.74,3.2052,73.63,15.4,6.1,100.83
09020010,金門縣,金城鎮,2025,1,12.56,3.69,21.12,3.7752,70.5,13.28,5.68,100.85
09020010,金門縣,金城鎮,2025,2,13.38,5.15,22.75,3.1927,75.03,14.49,5.6,100.88
09020010,金門縣,金城鎮,2025,3,16.78,9.08,27.71,3.948,76.37,17.52,4.82,100.45
09020010,金門縣,金城鎮,2025,4,21.04,10.41,31.4,4.6541,76.7,21.54,3.85,100.0
09020010,金門縣,金城鎮,2025,5,24.41,17.61,31.91,4.8187,80.58,25.02,3.58,99.78
09020010,金門縣,金城鎮,2025,6,27.47,21.17,33.13,5.9316,83.47,28.08,3.57,99.47
09020010,金門縣,金城鎮,2025,7,28.3,24.52,35.12,5.112,85.64,28.43,4.29,98.87
09020010,金門縣,金城鎮,2025,8,27.86,24.46,32.65,5.6333,85.43,28.06,3.71,99.55
09020010,金門縣,金城鎮,2025,9,27.8,24.73,31.96,5.0933,84.82,28.09,3.47,99.74
09020010,金門縣,金城鎮,2025,10,25.32,17.53,32.21,4.2962,79.66,25.95,5.31,100.17
09020010,金門縣,金城鎮,2025,11,18.95,9.83,28.35,3.427,72.27,19.77,6.91,100.52
09020010,金門縣,金城鎮,2025,12,16.14,7.57,25.05,,74.26,16.89,5.73,100.65
09020020,金門縣,金沙鎮,2013,1,12.5,5.0,22.14,3.1102,78.03,13.3,5.49,100.86
09020020,金門縣,金沙鎮,2013,2,14.95,6.99,24.3,2.7626,81.29,15.78,5.05,100.66
09020020,金門縣,金沙鎮,2013,3,17.03,7.99,27.21,4.1062,77.26,17.89,4.68,100.35
09020020,金門縣,金沙鎮,2013,4,19.14,10.79,27.52,3.5155,81.95,19.7,4.29,100.01
09020020,金門縣,金沙鎮,2013,5,23.84,15.21,30.68,4.236,87.83,24.02,3.94,99.63
09020020,金門縣,金沙鎮,2013,6,26.68,22.03,31.38,5.2541,88.87,26.9,3.81,99.34
09020020,金門縣,金沙鎮,2013,7,27.21,24.6,32.45,5.988,86.91,27.49,3.45,99.54
09020020,金門縣,金沙鎮,2013,8,27.56,23.93,32.39,5.0652,86.86,27.63,3.25,99.29
09020020,金門縣,金沙鎮,2013,9,26.02,20.86,30.64,4.9006,82.78,26.24,5.58,99.68
09020020,金門縣,金沙鎮,2013,10,22.44,13.74,30.58,4.6807,76.56,22.95,5.78,100.16
09020020,金門縣,金沙鎮,2013,11,18.47,6.2,27.32,3.1915,77.66,19.14,5.75,100.58
09020020,金門縣,金沙鎮,2013,12,13.04,4.07,23.11,2.6837,74.26,13.97,5.85,100.72
09020020,金門縣,金沙鎮,2014,1,12.42,2.89,22.27,3.5911,74.76,12.82,4.92,100.91
09020020,金門縣,金沙鎮,2014,2,12.98,4.21,24.18,2.9683,81.23,13.98,4.82,100.57
09020020,金門縣,金沙鎮,2014,3,15.87,8.24,26.7,3.203,81.6,16.65,4.68,100.52
09020020,金門縣,金沙鎮,2014,4,20.13,12.92,29.21,4.2946,81.26,20.97,3.73,100.12
09020020,金門縣,金沙鎮,2014,5,23.59,14.85,30.49,3.5042,88.48,23.95,3.88,99.72
09020020,金門縣,金沙鎮,2014,6,26.51,21.28,31.39,5.0832,88.67,26.63,4.6,99.17
09020020,金門縣,金沙鎮,2014,7,28.33,25.0,32.43,6.5347,85.95,28.38,3.59,99.27
09020020,金門縣,金沙鎮,2014,8,27.86,24.06,33.55,6.0384,86.62,28.06,2.94,99.39
09020020,金門縣,金沙鎮,2014,9,27.63,22.64,32.08,5.5322,82.89,28.05,3.34,99.6
09020020,金門縣,金沙鎮,2014,10,23.15,16.74,30.68,4.4006,75.26,23.99,5.32,100.24
09020020,金門縣,金沙鎮,2014,11,20.1,13.62,28.32,3.1075,78.43,20.95,5.07,100.49
09020020,金門縣,金沙鎮,2014,12,13.38,5.66,21.28,2.731,70.45,14.58,6.34,100.98
09020020,金門縣,金沙鎮,2015,1,12.63,6.25,24.25,3.1178,74.95,13.37,5.47,100.92
09020020,金門縣,金沙鎮,2015,2,14.09,4.63,24.33,3.4121,76.24,15.09,4.29,100.72
09020020,金門縣,金沙鎮,2015,3,16.52,8.87,28.46,3.161,80.09,17.84,4.71,100.58
09020020,金門縣,金沙鎮,2015,4,20.74,10.94,29.17,4.9543,76.41,21.61,4.3,100.16
09020020,金門縣,金沙鎮,2015,5,24.09,17.61,30.8,4.0411,87.28,24.58,4.2,99.63
09020020,金門縣,金沙鎮,2015,6,27.33,23.26,32.14,6.0554,88.99,27.43,4.02,99.46
09020020,金門縣,金沙鎮,2015,7,27.64,23.25,34.03,5.2548,85.31,28.01,4.4,99.17
09020020,金門縣,金沙鎮,2015,8,27.32,23.71,32.89,4.9954,85.24,27.52,4.3,99.25
09020020,金門縣,金沙鎮,2015,9,25.87,22.07,31.53,4.5883,84.39,26.28,4.17,99.73
09020020,金門縣,金沙鎮,2015,10,23.2,16.91,29.6,3.9641,82.05,23.6,5.56,100.23
09020020,金門縣,金沙鎮,2015,11,20.97,10.25,28.87,3.4099,81.79,21.65,4.87,100.56
09020020,金門縣,金沙鎮,2015,12,15.51,4.93,24.7,2.2865,81.71,16.32,5.67,100.87
09020020,金門縣,金沙鎮,2016,1,12.75,-0.22,22.06,2.2212,84.1,13.64,4.96,100.87
09020020,金門縣,金沙鎮,2016,2,12.46,3.41,22.38,2.9846,79.0,13.1,5.27,101.0
09020020,金門縣,金沙鎮,2016,3,14.49,6.94,23.04,3.0269,83.43,15.19,4.33,100.58
09020020,金門縣,金沙鎮,2016,4,20.47,14.02,27.38,3.3946,90.16,20.62,3.47,99.93
09020020,金門縣,金沙鎮,2016,5,24.03,17.47,30.34,4.7995,88.52,24.2,3.56,99.74
09020020,金門縣,金沙鎮,2016,6,27.32,23.92,31.87,5.5298,89.68,27.38,3.7,99.49
09020020,金門縣,金沙鎮,2016,7,27.92,24.81,32.64,6.0598,87.0,27.99,4.25,99.37
09020020,金門縣,金沙鎮,2016,8,27.59,23.17,32.22,5.045,85.17,27.85,3.08,99.12
09020020,金門縣,金沙鎮,2016,9,26.49,21.5,31.85,4.3483,85.76,26.74,5.13,99.37
09020020,金門縣,金沙鎮,2016,10,24.54,17.76,30.14,3.3086,86.79,24.79,5.75,99.92
09020020,金門縣,金沙鎮,2016,11,19.66,10.79,27.58,2.9537,84.13,20.45,5.35,100.52
09020020,金門縣,金沙鎮,2016,12,15.81,7.3,24.06,2.9688,81.31,16.37,5.99,100.76
09020020,金門縣,金沙鎮,2017,1,14.35,7.42,23.05,2.8428,82.51,14.96,5.46,100.82
09020020,金門縣,金沙鎮,2017,2,13.11,5.47,22.55,3.5119,78.27,13.98,5.45,100.86
09020020,金門縣,金沙鎮,2017,3,15.53,7.89,23.87,3.2189,82.57,16.27,4.35,100.46
09020020,金門縣,金沙鎮,2017,4,20.3,10.71,27.73,4.6663,80.59,20.7,3.94,100.07
09020020,金門縣,金沙鎮,2017,5,23.7,18.98,29.97,4.8763,84.25,24.1,3.52,99.81
09020020,金門縣,金沙鎮,2017,6,26.54,22.11,31.27,4.5775,90.21,26.79,4.06,99.43
09020020,金門縣,金沙鎮,2017,7,27.86,24.94,32.3,6.2537,85.94,28.07,3.32,99.49
09020020,金門縣,金沙鎮,2017,8,28.09,25.25,32.1,6.113,86.13,28.22,3.64,99.38
09020020,金門縣,金沙鎮,2017,9,27.88,23.33,33.32,5.5363,80.89,28.47,3.48,99.67
09020020,金門縣,金沙鎮,2017,10,24.38,15.06,33.4,4.1028,74.01,25.31,7.04,100.1
09020020,金門縣,金沙鎮,2017,11,19.52,12.17,28.39,2.7079,77.56,20.37,6.27,100.49
09020020,金門縣,金沙鎮,2017,12,14.36,6.66,22.77,3.0818,69.75,15.27,6.95,100.87
09020020,金門縣,金沙鎮,2018,1,12.87,3.77,22.41,2.7084,79.53,13.7,5.88,100.67
09020020,金門縣,金沙鎮,2018,2,12.41,2.1,24.59,3.2676,77.6,13.21,5.14,100.75
09020020,金門縣,金沙鎮,2018,3,17.08,6.21,27.38,4.673,76.95,17.61,4.02,100.4
09020020,金門縣,金沙鎮,2018,4,21.53,10.65,29.83,5.0599,75.72,22.54,3.61,100.15
09020020,金門縣,金沙鎮,2018,5,26.13,18.5,34.23,5.753,79.89,27.1,3.75,99.76
09020020,金門縣,金沙鎮,2018,6,26.66,21.36,31.87,5.0299,82.92,27.44,4.31,99.3
09020020,金門縣,金沙鎮,2018,7,28.41,24.28,33.97,6.0677,82.47,28.96,3.74,99.15
09020020,金門縣,金沙鎮,2018,8,28.1,25.09,33.26,5.1187,82.54,28.81,3.09,98.97
09020020,金門縣,金沙鎮,2018,9,26.51,20.3,31.29,5.2668,81.86,26.79,4.35,99.65
09020020,金門縣,金沙鎮,2018,10,22.04,14.21,29.0,4.2094,76.2,22.79,5.46,100.31
09020020,金門縣,金沙鎮,2018,11,19.69,13.06,27.3,2.8562,83.14,20.35,4.99,100.53
09020020,金門縣,金沙鎮,2018,12,16.03,7.36,26.1,2.5224,79.27,17.01,6.14,100.81
09020020,金門縣,金沙鎮,2019,1,14.49,6.8,25.16,2.9861,78.04,15.31,5.33,100.94
09020020,金門縣,金沙鎮,2019,2,15.48,9.85,24.54,2.6256,82.57,16.65,4.49,100.67
09020020,金門縣,金沙鎮,2019,3,16.79,9.63,25.67,3.3756,83.57,17.38,4.45,100.36
09020020,金門縣,金沙鎮,2019,4,21.11,12.33,29.09,4.2571,85.64,21.6,3.86,99.96
09020020,金門縣,金沙鎮,2019,5,22.84,16.09,30.58,4.0277,84.26,23.38,4.22,99.74
09020020,金門縣,金沙鎮,2019,6,26.56,20.69,31.39,4.6678,89.47,26.71,4.05,99.31
09020020,金門縣,金沙鎮,2019,7,27.97,25.15,32.52,5.5541,88.48,28.07,3.96,99.22
09020020,金門縣,金沙鎮,2019,8,28.44,24.78,34.65,5.7905,84.45,28.61,4.38,99.03
09020020,金門縣,金沙鎮,2019,9,26.75,19.72,31.75,5.6892,76.67,27.24,4.6,99.69
09020020,金門縣,金沙鎮,2019,10,24.07,15.99,33.46,4.4189,74.69,25.08,5.16,100.25
09020020,金門縣,金沙鎮,2019,11,19.59,11.53,27.51,3.8623,71.65,20.58,6.55,100.51
09020020,金門縣,金沙鎮,2019,12,15.66,6.85,25.96,2.9534,74.3,16.62,5.69,100.82
09020020,金門縣,金沙鎮,2020,1,14.77,4.93,24.45,3.0235,76.95,15.91,4.37,100.74
09020020,金門縣,金沙鎮,2020,2,14.94,5.76,26.73,3.6972,78.16,15.77,4.75,100.92
09020020,金門縣,金沙鎮,2020,3,17.71,9.95,27.07,3.3919,82.62,18.49,4.11,100.34
09020020,金門縣,金沙鎮,2020,4,18.64,10.33,28.81,4.6217,75.59,19.4,4.59,100.42
09020020,金門縣,金沙鎮,2020,5,25.24,19.6,31.52,4.7069,83.99,25.82,3.72,99.59
09020020,金門縣,金沙鎮,2020,6,27.66,24.43,32.84,6.0432,86.44,27.87,4.42,99.47
09020020,金門縣,金沙鎮,2020,7,28.75,25.11,34.55,6.2947,81.72,29.42,3.89,99.45
09020020,金門縣,金沙鎮,2020,8,28.44,24.92,33.56,5.8363,81.49,29.15,3.37,99.41
09020020,金門縣,金沙鎮,2020,9,26.67,21.08,34.01,4.4753,80.72,27.57,3.81,99.71
09020020,金門縣,金沙鎮,2020,10,22.85,16.98,30.96,4.2324,73.51,23.69,7.54,100.22
09020020,金門縣,金沙鎮,2020,11,20.76,14.42,28.89,3.3706,73.78,21.4,7.19,100.59
09020020,金門縣,金沙鎮,2020,12,15.15,3.28,24.15,2.4742,73.2,16.47,7.25,100.79
09020020,金門縣,金沙鎮,2021,1,12.58,2.25,25.39,3.6744,67.87,13.66,5.56,100.84
09020020,金門縣,金沙鎮,2021,2,16.34,8.49,24.69,3.9768,73.15,17.15,4.89,100.52
09020020,金門縣,金沙鎮,2021,3,18.34,10.74,29.71,4.1093,77.34,19.61,4.46,100.37
09020020,金門縣,金沙鎮,2021,4,21.33,14.22,30.82,4.6529,71.48,22.62,5.07,100.16
09020020,金門縣,金沙鎮,2021,5,26.24,17.12,34.29,5.3422,81.5,26.95,4.1,99.67
09020020,金門縣,金沙鎮,2021,6,27.73,22.77,34.59,4.9529,83.83,28.42,4.21,99.34
09020020,金門縣,金沙鎮,2021,7,28.69,24.83,35.95,6.3989,81.13,29.36,3.62,99.22
09020020,金門縣,金沙鎮,2021,8,27.78,24.91,33.15,5.6074,86.7,28.22,3.55,99.37
09020020,金門縣,金沙鎮,2021,9,28.09,22.64,34.42,5.8562,79.43,28.64,3.09,99.7
09020020,金門縣,金沙鎮,2021,10,24.56,16.77,32.12,3.9221,78.41,25.41,6.56,100.17
09020020,金門縣,金沙鎮,2021,11,19.31,11.29,29.61,3.2846,73.66,20.47,5.79,100.49
09020020,金門縣,金沙鎮,2021,12,15.44,7.89,26.18,3.1457,72.56,16.5,6.45,100.93
09020020,金門縣,金沙鎮,2022,1,14.45,7.85,22.84,2.85,77.59,15.48,5.88,100.71
09020020,金門縣,金沙鎮,2022,2,12.39,4.31,22.25,2.8771,81.34,13.53,6.42,100.78
09020020,金門縣,金沙鎮,2022,3,18.08,8.41,26.43,4.1138,81.88,18.46,4.07,100.2
09020020,金門縣,金沙鎮,2022,4,20.26,9.39,30.63,5.2224,77.76,20.95,4.7,100.17
09020020,金門縣,金沙鎮,2022,5,21.97,15.18,29.04,3.8146,85.1,22.46,4.6,99.81
09020020,金門縣,金沙鎮,2022,6,26.47,23.83,31.32,4.5228,90.69,26.45,3.72,99.43
09020020,金門縣,金沙鎮,2022,7,28.16,24.83,33.49,6.3341,86.4,28.39,3.44,99.37
09020020,金門縣,金沙鎮,2022,8,28.33,24.43,34.0,6.2126,82.3,28.85,2.8,99.51
09020020,金門縣,金沙鎮,2022,9,27.44,21.59,33.04,5.4451,73.57,28.27,4.55,99.57
09020020,金門縣,金沙鎮,2022,10,23.82,17.43,33.86,3.9804,69.19,25.02,8.11,100.25
09020020,金門縣,金沙鎮,2022,11,21.46,13.33,28.72,2.8774,80.2,22.01,5.52,100.32
09020020,金門縣,金沙鎮,2022,12,13.56,4.82,23.04,2.6899,75.77,14.79,7.18,100.81
09020020,金門縣,金沙鎮,2023,1,13.3,3.47,24.58,2.6623,76.42,14.05,5.68,100.85
09020020,金門縣,金沙鎮,2023,2,14.18,5.51,26.38,3.5126,78.71,14.89,5.98,100.76
09020020,金門縣,金沙鎮,2023,3,16.86,8.74,26.8,4.013,76.79,17.42,4.66,100.49
09020020,金門縣,金沙鎮,2023,4,20.56,11.63,28.67,4.2192,83.12,20.93,4.01,99.98
09020020,金門縣,金沙鎮,2023,5,24.34,16.66,33.64,5.0066,79.69,24.93,3.91,99.75
09020020,金門縣,金沙鎮,2023,6,27.74,23.8,34.06,5.4509,84.26,28.25,3.24,99.45
09020020,金門縣,金沙鎮,2023,7,28.51,24.85,34.85,5.9018,83.24,29.0,4.29,99.37
09020020,金門縣,金沙鎮,2023,8,28.38,25.41,34.69,5.2932,85.39,28.65,3.42,99.12
09020020,金門縣,金沙鎮,2023,9,27.33,23.56,31.8,4.6594,84.03,27.53,4.71,99.6
09020020,金門縣,金沙鎮,2023,10,23.8,18.31,31.79,3.7469,79.97,24.43,5.67,100.22
09020020,金門縣,金沙鎮,2023,11,19.87,10.19,28.68,3.7963,74.65,20.78,5.39,100.65
09020020,金門縣,金沙鎮,2023,12,15.71,4.29,26.68,2.6726,74.72,16.83,5.65,100.87
09020020,金門縣,金沙鎮,2024,1,13.64,2.65,23.67,3.1238,75.64,14.67,5.1,100.94
09020020,金門縣,金沙鎮,2024,2,15.42,6.93,25.21,3.138,79.71,16.34,4.52,100.77
09020020,金門縣,金沙鎮,2024,3,17.18,8.36,27.78,3.6367,77.3,17.91,4.51,100.46
09020020,金門縣,金沙鎮,2024,4,22.58,14.79,29.17,3.3691,87.85,22.82,3.8,99.82
09020020,金門縣,金沙鎮,2024,5,23.3,17.0,30.06,4.1916,82.63,23.74,4.07,99.86
09020020,金門縣,金沙鎮,2024,6,26.55,19.56,31.6,4.7515,89.36,26.73,4.02,99.56
09020020,金門縣,金沙鎮,2024,7,28.67,25.25,33.66,6.3499,85.92,28.93,3.89,99.37
09020020,金門縣,金沙鎮,2024,8,28.21,24.96,33.08,5.5591,86.15,28.64,3.1,99.35
09020020,金門縣,金沙鎮,2024,9,27.56,22.87,32.6,4.9286,84.61,27.72,4.08,99.4
09020020,金門縣,金沙鎮,2024,10,24.06,17.75,30.48,3.7582,80.67,24.59,6.62,99.98
09020020,金門縣,金沙鎮,2024,11,19.97,8.34,29.48,3.337,77.42,20.58,6.72,100.47
09020020,金門縣,金沙鎮,2024,12,14.34,6.89,23.74,3.2052,73.63,15.4,6.1,100.83
09020020,金門縣,金沙鎮,2025,1,12.56,3.69,21.12,3.7752,70.5,13.28,5.68,100.85
09020020,金門縣,金沙鎮,2025,2,13.38,5.15,22.75,3.1927,75.03,14.49,5.6,100.88
09020020,金門縣,金沙鎮,2025,3,16.78,9.08,27.71,3.948,76.37,17.52,4.82,100.45
09020020,金門縣,金沙鎮,2025,4,21.04,10.41,31.4,4.6541,76.7,21.54,3.85,100.0
09020020,金門縣,金沙鎮,2025,5,24.41,17.61,31.91,4.8187,80.58,25.02,3.58,99.78
09020020,金門縣,金沙鎮,2025,6,27.47,21.17,33.13,5.9316,83.47,28.08,3.57,99.47
09020020,金門縣,金沙鎮,2025,7,28.3,24.52,35.12,5.112,85.64,28.43,4.29,98.87
09020020,金門縣,金沙鎮,2025,8,27.86,24.46,32.65,5.6333,85.43,28.06,3.71,99.55
09020020,金門縣,金沙鎮,2025,9,27.8,24.73,31.96,5.0933,84.82,28.09,3.47,99.74
09020020,金門縣,金沙鎮,2025,10,25.32,17.53,32.21,4.2962,79.66,25.95,5.31,100.17
09020020,金門縣,金沙鎮,2025,11,18.95,9.83,28.35,3.427,72.27,19.77,6.91,100.52
09020020,金門縣,金沙鎮,2025,12,16.14,7.57,25.05,,74.26,16.89,5.73,100.65
09020030,金門縣,金湖鎮,2013,1,12.5,5.0,22.14,3.1102,78.03,13.3,5.49,100.86
09020030,金門縣,金湖鎮,2013,2,14.95,6.99,24.3,2.7626,81.29,15.78,5.05,100.66
09020030,金門縣,金湖鎮,2013,3,17.03,7.99,27.21,4.1062,77.26,17.89,4.68,100.35
09020030,金門縣,金湖鎮,2013,4,19.14,10.79,27.52,3.5155,81.95,19.7,4.29,100.01
09020030,金門縣,金湖鎮,2013,5,23.84,15.21,30.68,4.236,87.83,24.02,3.94,99.63
09020030,金門縣,金湖鎮,2013,6,26.68,22.03,31.38,5.2541,88.87,26.9,3.81,99.34
09020030,金門縣,金湖鎮,2013,7,27.21,24.6,32.45,5.988,86.91,27.49,3.45,99.54
09020030,金門縣,金湖鎮,2013,8,27.56,23.93,32.39,5.0652,86.86,27.63,3.25,99.29
09020030,金門縣,金湖鎮,2013,9,26.02,20.86,30.64,4.9006,82.78,26.24,5.58,99.68
09020030,金門縣,金湖鎮,2013,10,22.44,13.74,30.58,4.6807,76.56,22.95,5.78,100.16
09020030,金門縣,金湖鎮,2013,11,18.47,6.2,27.32,3.1915,77.66,19.14,5.75,100.58
09020030,金門縣,金湖鎮,2013,12,13.04,4.07,23.11,2.6837,74.26,13.97,5.85,100.72
09020030,金門縣,金湖鎮,2014,1,12.42,2.89,22.27,3.5911,74.76,12.82,4.92,100.91
09020030,金門縣,金湖鎮,2014,2,12.98,4.21,24.18,2.9683,81.23,13.98,4.82,100.57
09020030,金門縣,金湖鎮,2014,3,15.87,8.24,26.7,3.203,81.6,16.65,4.68,100.52
09020030,金門縣,金湖鎮,2014,4,20.13,12.92,29.21,4.2946,81.26,20.97,3.73,100.12
09020030,金門縣,金湖鎮,2014,5,23.59,14.85,30.49,3.5042,88.48,23.95,3.88,99.72
09020030,金門縣,金湖鎮,2014,6,26.51,21.28,31.39,5.0832,88.67,26.63,4.6,99.17
09020030,金門縣,金湖鎮,2014,7,28.33,25.0,32.43,6.5347,85.95,28.38,3.59,99.27
09020030,金門縣,金湖鎮,2014,8,27.86,24.06,33.55,6.0384,86.62,28.06,2.94,99.39
09020030,金門縣,金湖鎮,2014,9,27.63,22.64,32.08,5.5322,82.89,28.05,3.34,99.6
09020030,金門縣,金湖鎮,2014,10,23.15,16.74,30.68,4.4006,75.26,23.99,5.32,100.24
09020030,金門縣,金湖鎮,2014,11,20.1,13.62,28.32,3.1075,78.43,20.95,5.07,100.49
09020030,金門縣,金湖鎮,2014,12,13.38,5.66,21.28,2.731,70.45,14.58,6.34,100.98
09020030,金門縣,金湖鎮,2015,1,12.63,6.25,24.25,3.1178,74.95,13.37,5.47,100.92
09020030,金門縣,金湖鎮,2015,2,14.09,4.63,24.33,3.4121,76.24,15.09,4.29,100.72
09020030,金門縣,金湖鎮,2015,3,16.52,8.87,28.46,3.161,80.09,17.84,4.71,100.58
09020030,金門縣,金湖鎮,2015,4,20.74,10.94,29.17,4.9543,76.41,21.61,4.3,100.16
09020030,金門縣,金湖鎮,2015,5,24.09,17.61,30.8,4.0411,87.28,24.58,4.2,99.63
09020030,金門縣,金湖鎮,2015,6,27.33,23.26,32.14,6.0554,88.99,27.43,4.02,99.46
09020030,金門縣,金湖鎮,2015,7,27.64,23.25,34.03,5.2548,85.31,28.01,4.4,99.17
09020030,金門縣,金湖鎮,2015,8,27.32,23.71,32.89,4.9954,85.24,27.52,4.3,99.25
09020030,金門縣,金湖鎮,2015,9,25.87,22.07,31.53,4.5883,84.39,26.28,4.17,99.73
09020030,金門縣,金湖鎮,2015,10,23.2,16.91,29.6,3.9641,82.05,23.6,5.56,100.23
09020030,金門縣,金湖鎮,2015,11,20.97,10.25,28.87,3.4099,81.79,21.65,4.87,100.56
09020030,金門縣,金湖鎮,2015,12,15.51,4.93,24.7,2.2865,81.71,16.32,5.67,100.87
09020030,金門縣,金湖鎮,2016,1,12.75,-0.22,22.06,2.2212,84.1,13.64,4.96,100.87
09020030,金門縣,金湖鎮,2016,2,12.46,3.41,22.38,2.9846,79.0,13.1,5.27,101.0
09020030,金門縣,金湖鎮,2016,3,14.49,6.94,23.04,3.0269,83.43,15.19,4.33,100.58
09020030,金門縣,金湖鎮,2016,4,20.47,14.02,27.38,3.3946,90.16,20.62,3.47,99.93
09020030,金門縣,金湖鎮,2016,5,24.03,17.47,30.34,4.7995,88.52,24.2,3.56,99.74
09020030,金門縣,金湖鎮,2016,6,27.32,23.92,31.87,5.5298,89.68,27.38,3.7,99.49
09020030,金門縣,金湖鎮,2016,7,27.92,24.81,32.64,6.0598,87.0,27.99,4.25,99.37
09020030,金門縣,金湖鎮,2016,8,27.59,23.17,32.22,5.045,85.17,27.85,3.08,99.12
09020030,金門縣,金湖鎮,2016,9,26.49,21.5,31.85,4.3483,85.76,26.74,5.13,99.37
09020030,金門縣,金湖鎮,2016,10,24.54,17.76,30.14,3.3086,86.79,24.79,5.75,99.92
09020030,金門縣,金湖鎮,2016,11,19.66,10.79,27.58,2.9537,84.13,20.45,5.35,100.52
09020030,金門縣,金湖鎮,2016,12,15.81,7.3,24.06,2.9688,81.31,16.37,5.99,100.76
09020030,金門縣,金湖鎮,2017,1,14.35,7.42,23.05,2.8428,82.51,14.96,5.46,100.82
09020030,金門縣,金湖鎮,2017,2,13.11,5.47,22.55,3.5119,78.27,13.98,5.45,100.86
09020030,金門縣,金湖鎮,2017,3,15.53,7.89,23.87,3.2189,82.57,16.27,4.35,100.46
09020030,金門縣,金湖鎮,2017,4,20.3,10.71,27.73,4.6663,80.59,20.7,3.94,100.07
09020030,金門縣,金湖鎮,2017,5,23.7,18.98,29.97,4.8763,84.25,24.1,3.52,99.81
09020030,金門縣,金湖鎮,2017,6,26.54,22.11,31.27,4.5775,90.21,26.79,4.06,99.43
09020030,金門縣,金湖鎮,2017,7,27.86,24.94,32.3,6.2537,85.94,28.07,3.32,99.49
09020030,金門縣,金湖鎮,2017,8,28.09,25.25,32.1,6.113,86.13,28.22,3.64,99.38
09020030,金門縣,金湖鎮,2017,9,27.88,23.33,33.32,5.5363,80.89,28.47,3.48,99.67
09020030,金門縣,金湖鎮,2017,10,24.38,15.06,33.4,4.1028,74.01,25.31,7.04,100.1
09020030,金門縣,金湖鎮,2017,11,19.52,12.17,28.39,2.7079,77.56,20.37,6.27,100.49
09020030,金門縣,金湖鎮,2017,12,14.36,6.66,22.77,3.0818,69.75,15.27,6.95,100.87
09020030,金門縣,金湖鎮,2018,1,12.87,3.77,22.41,2.7084,79.53,13.7,5.88,100.67
09020030,金門縣,金湖鎮,2018,2,12.41,2.1,24.59,3.2676,77.6,13.21,5.14,100.75
09020030,金門縣,金湖鎮,2018,3,17.08,6.21,27.38,4.673,76.95,17.61,4.02,100.4
09020030,金門縣,金湖鎮,2018,4,21.53,10.65,29.83,5.0599,75.72,22.54,3.61,100.15
09020030,金門縣,金湖鎮,2018,5,26.13,18.5,34.23,5.753,79.89,27.1,3.75,99.76
09020030,金門縣,金湖鎮,2018,6,26.66,21.36,31.87,5.0299,82.92,27.44,4.31,99.3
09020030,金門縣,金湖鎮,2018,7,28.41,24.28,33.97,6.0677,82.47,28.96,3.74,99.15
09020030,金門縣,金湖鎮,2018,8,28.1,25.09,33.26,5.1187,82.54,28.81,3.09,98.97
09020030,金門縣,金湖鎮,2018,9,26.51,20.3,31.29,5.2668,81.86,26.79,4.35,99.65
09020030,金門縣,金湖鎮,2018,10,22.04,14.21,29.0,4.2094,76.2,22.79,5.46,100.31
09020030,金門縣,金湖鎮,2018,11,19.69,13.06,27.3,2.8562,83.14,20.35,4.99,100.53
